title,price,isbn,publication_year,language,cover_type,pages_number,book_id,author_id,publisher_id,genre,rating
Книга: Виктора Мизиано «Пять лекций о кураторстве».,7800.0,9785604538258,2023.0,Russian,Soft,324.0,233,182,31,Romance,2.4
Ленинград.Архитектура модернизма.19551991.Справочник путеводитель,11200.0,9785604538203,2023.0,Russian,Soft,344.0,234,183,31,Science Fiction,2.0
Книга Н. Клеймана Этюды об Эйзенштейне и Пушкине»,14800.0,9785604538395,2023.0,Russian,Soft,520.0,235,184,31,Non-Fiction,0.6
"Книга Роберт Берд ""Андрей Тарковский: стихии кино"".",6200.0,9785990971790,2023.0,Russian,Soft,360.0,236,185,31,Biography,4.7
"Книга ""Мультисенсорный музей""",11700.0,9785604538234,2023.0,Russian,Soft,496.0,237,186,31,Thriller,0.2
Մանյունյան. Տայի հոբելյանն ու այլ տագնապներ,5800.0,9789939884646,2023.0,Armenian,Hard,292.0,238,187,1,Fiction,3.5
Պարզապես միասին,6400.0,9789939689784,2023.0,Armenian,Hard,448.0,239,188,8,Thriller,2.0
The Golden Swift,3500.0,9781526647641,2022.0,English,Soft,272.0,240,189,32,Fiction,3.7
Базы данных инжиниринг надесности,16800.0,9785446113101,2020.0,Russian,Soft,304.0,241,190,33,Biography,4.4
Три мушкетера,6100.0,9785389198814,2023.0,Russian,Hard,736.0,242,117,19,Non-Fiction,0.9
Невыносимая легкость бытия,2100.0,9785389198906,2023.0,Russian,Hard,352.0,243,109,15,History,4.2
Шутка,4300.0,9785389198913,2023.0,Russian,Hard,416.0,244,109,19,Self-Help,0.3
Одураченные случайностью. О скрытой роли шанса в бизнесе и в жизни,5900.0,9785389199743,2023.0,Russian,Hard,400.0,245,191,15,Science Fiction,0.0
История магии и суеверий. От древности до начала XX века,8900.0,9785389202757,2023.0,Russian,Hard,672.0,246,192,20,Fiction,3.5
Любовник леди Чаттерли. Сыновья и любовники,6800.0,9785389203075,2023.0,Russian,Hard,864.0,247,193,19,Fiction,4.2
Стамбул. Город воспоминаний,5900.0,9785389203419,2023.0,Russian,Hard,480.0,248,116,15,Mystery,4.1
Атлас. Личная библиотека,4400.0,9785389203433,2023.0,Russian,Hard,320.0,249,115,15,Self-Help,4.3
Красное и черное. Пармская обитель,6500.0,9785389205970,2023.0,Russian,Hard,960.0,250,194,19,Fiction,3.4
Слово живое и мертвое,5500.0,9785389207639,2023.0,Russian,Hard,544.0,251,195,15,Self-Help,1.2
Черная книга,5900.0,9785389208902,2023.0,Russian,Hard,544.0,252,116,19,Non-Fiction,1.7
Королева Марго,5900.0,9785389208988,2023.0,Russian,Hard,640.0,253,117,19,Romance,0.8
Сожженная карта. Тайное свидание. Вошедшие в ковчег,6500.0,9785389210028,2023.0,Russian,Hard,640.0,254,196,15,Science Fiction,1.3
Двадцать лет спустя,6500.0,9785389211452,2023.0,Russian,Hard,880.0,255,117,19,Fantasy,4.7
Мартин Иден. Маленькая хозяйка большого дома,5900.0,9785389187511,2023.0,Russian,Hard,864.0,256,197,19,Mystery,0.2
Лунный камень. Когда опускается ночь,6400.0,9785389188969,2023.0,Russian,Hard,832.0,257,198,19,Romance,4.1
Возвращение в Брайдсхед. Незабвенная,5900.0,9785389189737,2023.0,Russian,Hard,512.0,258,199,19,Thriller,4.8
Госпожа Бовари. Воспитание чувств. Простая душа,6100.0,9785389190719,2023.0,Russian,Hard,768.0,259,200,19,Self-Help,0.7
Приключения Арсена Люпена,7500.0,9785389191020,2023.0,Russian,Hard,992.0,260,110,15,Non-Fiction,0.8
Женщина в белом,5600.0,9785389190801,2023.0,Russian,Hard,672.0,261,198,19,Romance,3.9
"Милый друг. Жизнь. Романы, новеллы",7200.0,9785389197534,2023.0,Russian,Hard,832.0,262,201,19,Mystery,3.5
Ярмарка Тщеславия,6800.0,9785389198746,2023.0,Russian,Hard,864.0,263,202,19,Biography,2.6
Возвращение Арсена Люпена,6900.0,9785389222236,2023.0,Russian,Hard,832.0,264,110,15,Fiction,4.8
Проклятые короли. Железный король. Узница Шато-Гайара. Яд и корона,8400.0,9785389225619,2023.0,Russian,Hard,720.0,265,203,15,History,4.7
СИХАРУЛИ: Рецепт грузинского счастья,7800.0,9785389226425,2023.0,Russian,Hard,288.0,266,204,20,History,4.4
Мечта гурмана. Париж. Гастрономические искушения города любви,12400.0,9785389163379,2023.0,Russian,Hard,256.0,267,205,20,Non-Fiction,2.1
Мечта гурмана. Рим. Оригинальные и классические рецепты из Вечного города,12400.0,9785389163386,2023.0,Russian,Hard,256.0,268,206,20,Mystery,2.9
Большие надежды. Лавка древностей,6500.0,9785389151383,2023.0,Russian,Hard,992.0,269,207,19,Non-Fiction,2.5
Краткая история Англии,6800.0,9785389070363,2023.0,Russian,Hard,416.0,270,208,20,Science Fiction,3.7
Краткая история Франции,6600.0,9785389149755,2023.0,Russian,Hard,480.0,271,209,15,Romance,0.8
Колесо Времени. Книга 1. Око Мира,7500.0,9785389173712,2023.0,Russian,Hard,864.0,272,210,15,Self-Help,4.9
Краткая история Германии,5100.0,9785389132528,2023.0,Russian,Hard,256.0,273,211,20,Self-Help,3.1
Эстетическая бесконечность,6400.0,9785389150935,2023.0,Russian,Hard,480.0,274,212,15,Science Fiction,4.0
Мороженое Gelato. Сочная палитра рецептов лучшего итальянского мороженого,8400.0,9785389185357,2023.0,Russian,Hard,256.0,275,213,20,Romance,3.9
Краткая история Италии,5900.0,9785389182349,2023.0,Russian,Hard,368.0,276,214,20,History,3.6
Краткая история Испании,5900.0,9785389182356,2023.0,Russian,Hard,320.0,277,214,20,Romance,4.5
"Черчилль говорит. Цитаты, экспромты, афоризмы, размышления",15100.0,9785389169883,2023.0,Russian,Hard,1296.0,278,215,15,Non-Fiction,0.4
Հիշարժան զբոսանք,3900.0,9789939759425,2023.0,Armenian,Ultrathin,200.0,279,216,5,Romance,0.6
Монастырский крест. Советская сага,7900.0,9789939034959,2023.0,Russian,Ultrathin,380.0,280,217,4,Non-Fiction,0.7
Последняя осень Кенигсберга,7900.0,9789939112817,2023.0,Russian,Ultrathin,216.0,281,217,4,Science Fiction,0.8
Стеклянный трон,5700.0,9785389187016,2023.0,Russian,Hard,512.0,282,218,15,Romance,3.4
Краткая история Японии,7100.0,9785389127951,2023.0,Russian,Hard,512.0,283,219,20,Science Fiction,0.5
Основы анатомии человека. Наглядное руководство для художников,18300.0,9785389128613,2023.0,Russian,Hard,304.0,284,220,20,Fantasy,4.9
"Освенцим. Нацисты и ""окончательное решение еврейского вопроса""",7900.0,9785389135253,2023.0,Russian,Hard,448.0,285,221,20,Fantasy,1.0
Индия: 5000 лет истории,12600.0,9785389145238,2023.0,Russian,Hard,720.0,286,222,15,Science Fiction,1.5
Анатомия,7600.0,9785389159969,2023.0,Russian,Hard,312.0,287,223,15,Romance,1.6
Перстень Лёвеншёльдов,7600.0,9785389075146,2023.0,Russian,Hard,928.0,288,224,19,Fantasy,0.7
Собор Парижской Богоматери,5700.0,9785389187337,2023.0,Russian,Hard,640.0,289,225,15,Thriller,5.0
Гарри Поттер. Комплект из 7 книг в футляре,43500.0,9785389106680,2023.0,Russian,Box,4416.0,290,74,34,Fantasy,3.3
РиккиТиккиТави. Сказки,1800.0,9785171506940,2023.0,Russian,Hard,144.0,291,226,11,Thriller,4.7
Арсен Венгер. Моя жизнь в краснобелом. Автобиография,7200.0,9785171274979,2023.0,Russian,Hard,208.0,292,227,11,History,4.6
О дивный новый мир,2900.0,9785171332419,2023.0,Russian,Hard,288.0,293,228,11,Self-Help,3.4
Ёжик в тумане. Сказки,2100.0,9785171472498,2023.0,Russian,Hard,144.0,294,229,11,Non-Fiction,0.8
Вредные советы,2200.0,9785171495268,2023.0,Russian,Hard,96.0,295,230,11,History,1.2
Пушкинский дом,7500.0,9785171504847,2023.0,Russian,Hard,492.0,296,231,11,Science Fiction,0.7
Ева,5100.0,9785171521547,2023.0,Russian,Hard,381.0,297,232,11,Thriller,2.2
Тайна старого сундука,4100.0,9785171542689,2023.0,Russian,Hard,192.0,298,187,11,Fantasy,0.8
День опричника,5300.0,9785171024482,2023.0,Russian,Hard,240.0,299,233,11,Fiction,4.4
Волшебник Изумрудного города,2200.0,9785171225209,2023.0,Russian,Hard,192.0,300,234,11,Romance,3.0
Сиддхартха. Путешествие к земле Востока,3600.0,9785171393984,2023.0,Russian,Soft,224.0,301,235,11,Biography,3.8
Жизнь Арсеньева,1700.0,9785171379384,2023.0,Russian,Soft,448.0,302,236,11,Mystery,1.2
Денискины рассказы,1900.0,9785171458454,2023.0,Russian,Hard,96.0,303,237,11,Fiction,3.8
Приключения барона Мюнхаузена,2100.0,9785171458621,2023.0,Russian,Hard,96.0,304,238,11,Non-Fiction,2.5
Чук и Гек. Рассказы,2100.0,9785171462109,2023.0,Russian,Hard,144.0,305,239,11,Fantasy,1.3
Дальше жить,2200.0,9785171499242,2023.0,Russian,Soft,253.0,306,187,11,Biography,4.0
Взрослые и дети. #Многобукв,5500.0,9785171447991,2023.0,Russian,Hard,320.0,307,240,11,Romance,1.7
Тайная опора,2700.0,9785171492526,2023.0,Russian,Hard,320.0,308,240,11,History,4.5
Божественная комедия,10100.0,9785171034832,2023.0,Russian,Hard,432.0,309,241,11,Science Fiction,2.3
Страна радости,3200.0,9785171206130,2023.0,Russian,Hard,320.0,310,242,11,Fantasy,0.3
No Filter. История Instagram,7500.0,9785041136130,2023.0,Russian,Hard,304.0,311,243,16,Self-Help,2.7
Уоррен Баффетт. Танцуя к богатству!,15800.0,9785040985357,2023.0,Russian,Hard,416.0,312,244,16,Fiction,4.7
Создатель,5700.0,9785699996537,2023.0,Russian,Hard,400.0,313,245,16,Self-Help,0.7
Старт: история успеха SpaceX. Илон Маск и команда,7300.0,9785041594367,2023.0,Russian,Hard,384.0,314,246,16,Fantasy,2.9
Капитализм всеобщего блага,5600.0,9785041545628,2023.0,Russian,Hard,352.0,315,247,16,Fantasy,1.4
Мистер Капоне. Настоящая история величайшего гангстера в мире,4900.0,9785041623074,2023.0,Russian,Soft,576.0,316,248,16,Romance,2.3
Геймифицируй это,6600.0,9785040971572,2023.0,Russian,Hard,400.0,317,249,16,Fiction,3.1
ONLIFE. Ритейл будущего,3400.0,9785041025458,2023.0,Russian,Hard,320.0,318,250,16,Science Fiction,4.8
"Третья дверь. Секретный код успеха Билла Гейтса, Уоррена Баффетта, Стива Возняка, Леди Гаги и других",5900.0,9785041001377,2023.0,Russian,Hard,296.0,319,251,35,Mystery,3.1
Все успешные CEO делают это,5400.0,9785041105464,2023.0,Russian,Hard,304.0,320,252,16,Thriller,1.0
Сильнейшие. Бизнес по правилам Netfliх,7200.0,9785040955572,2023.0,Russian,Hard,192.0,321,253,16,Romance,0.8
Սիրելի բարեկամ,5990.0,9789939980102,2023.0,Armenian,Hard,466.0,322,201,2,Fiction,4.5
Շուշեցի մի ծիծաղող տղեկ,4490.0,9789939980119,2023.0,Armenian,Hard,207.0,323,254,2,History,2.3
Правила выживания в школе. Первая любовь,10500.0,9785001952237,2023.0,Russian,Hard,240.0,324,255,36,Thriller,4.1
"Человек, который умер дважды",5600.0,9785001951759,2023.0,Russian,Hard,416.0,325,256,36,Mystery,3.8
Շագանակագույն կոստյումով մարդը,3900.0,9789939759272,2023.0,Armenian,Soft,336.0,326,10,5,Science Fiction,3.5
Fullmetal Alchemist: The Valley of White Petals: Part 3,5800.0,9781974725823,2023.0,English,Soft,224.0,327,257,37,Self-Help,2.2
Fullmetal Alchemist: Under the Faraway Sky: Part 4,5800.0,9781974725816,2023.0,English,Soft,224.0,328,257,37,Self-Help,4.3
Fullmetal Alchemist: The Abducted Alchemist: Part 2,5800.0,9781974725793,2023.0,English,Soft,192.0,329,257,37,Thriller,0.8
Haikyu!! 45,5800.0,9781974723645,2023.0,English,Soft,232.0,330,258,37,Fantasy,4.3
Haikyu!! 44,5700.0,9781974722839,2023.0,English,Soft,192.0,331,258,37,Mystery,4.6
Tokyo Ghoul 3,6700.0,9781421594989,2023.0,English,Soft,248.0,332,259,37,Self-Help,1.5
Tokyo Ghoul 14,6600.0,9781421590431,2023.0,English,Soft,224.0,333,259,37,Non-Fiction,3.3
Tokyo Ghoul 13,6600.0,9781421590424,2023.0,English,Soft,216.0,334,259,37,History,1.4
Bakuman 1,5200.0,9781421535135,2023.0,English,Soft,208.0,335,260,37,Science Fiction,3.2
Death Note 11,5800.0,9781421511788,2023.0,English,Soft,216.0,336,260,37,History,0.5
Խաղաղությունը երկնքից են բերում,3500.0,9789939039398,2023.0,Armenian,Hard,103.0,337,261,4,Romance,3.8
Ամեն ոք ձեռներեց է,3900.0,9789939759319,2023.0,Armenian,Hard,304.0,338,262,5,Non-Fiction,3.6
Վասակ իշխանի Ավետարանը եւ Կիլիկիայի Հայոց արքունական ձեռագրերի պատկերագրական ավանդույթները,25000.0,2002365000006,2023.0,Armenian,Hard,192.0,339,263,4,Romance,1.7
Fiesta,5800.0,9781784878092,2023.0,English,Soft,240.0,340,264,38,Self-Help,3.1
The Age Of Innocence,5900.0,9781784878061,2023.0,English,Soft,304.0,341,265,38,Romance,3.6
The Inseparables,6200.0,9781784877187,2023.0,English,Soft,176.0,342,266,38,History,0.9
The Day The World Stops Shopping,6500.0,9781784709242,2023.0,English,Soft,336.0,343,267,38,History,0.2
The Journey Of Humanity,13200.0,9781847926913,2023.0,English,Soft,304.0,344,268,38,History,4.9
The Starless Sea,6900.0,9781784702861,2023.0,English,Soft,512.0,345,269,38,Science Fiction,2.7
Օսկար Ուայլդ․ Հեքիաթներ,3800.0,9785807706781,2023.0,Armenian,Soft,192.0,346,121,39,Self-Help,1.1
Միսս Պերեգրինի յուրահատուկ երեխաների տունը,6800.0,9785807708908,2023.0,Armenian,Hard,396.0,347,270,39,Self-Help,2.2
Սովորական հայրենիք,5000.0,9789939115931,2023.0,Armenian,Hard,80.0,348,271,4,Non-Fiction,2.6
Հեքիաթներ․ Սուրեն Մուրադյան,2900.0,9789939607788,2023.0,Armenian,Soft,75.0,349,272,4,Fantasy,2.8
Միայնակ ընդդեմ ճակատագրի,5800.0,9789939884844,2023.0,Armenian,Hard,448.0,350,171,1,Self-Help,0.4
Մեղր ու լեղի աշխարհ,6500.0,9789939689975,2023.0,Armenian,Soft,280.0,351,273,4,Non-Fiction,1.3
Մի կյանքից ավելի,4800.0,9789939884851,2023.0,Armenian,Hard,128.0,352,274,1,Mystery,2.3
Արևմուտքի վախճանը,6900.0,9789939114323,2022.0,Armenian,Hard,400.0,353,275,40,Biography,5.0
"Աստծո, մարդու և նրա երջանկության մասին",5250.0,9789939039794,2023.0,Armenian,Hard,168.0,354,276,41,Fiction,1.0
Հիսուսի կատուն,3490.0,9789939980157,2023.0,Armenian,Hard,168.0,355,277,2,History,2.6
Սերը մայրամուտից այն կողմ,5000.0,9789939877907,2022.0,Armenian,Hard,180.0,356,278,4,Romance,3.8
Գրապապիկ,2000.0,9789939769721,2022.0,Armenian,Soft,30.0,357,279,4,Mystery,2.8
Գործք,1500.0,9789939769974,2023.0,Armenian,Hard,292.0,358,280,4,Non-Fiction,4.8
Karabagh Diary. Poems from the Diaspora. Ղարաբաղյան օրագիր,2400.0,9789939042053,2023.0,Armenian,Soft,127.0,359,281,4,Non-Fiction,1.8
The Promises of Giants : How YOU can fill the leadership void,24900.0,9781529345872,2023.0,English,Hard,240.0,360,282,42,History,0.8
Пластичность мозга,5500.0,9785040915026,2023.0,Russian,Hard,544.0,361,283,35,Non-Fiction,4.3
Cézanne,11700.0,9780500204634,2023.0,English,Soft,240.0,362,284,43,Science Fiction,2.5
Փրկենք հայրենիքը․ Հատոր 3,5800.0,9789939884868,2023.0,Armenian,Hard,392.0,363,285,1,Fantasy,3.2
Ճոճանակ,6900.0,9789939115429,2022.0,Armenian,Hard,623.0,364,286,40,Thriller,3.0
Ավելի լավ փող,4600.0,9789939043791,2023.0,Armenian,Hard,112.0,365,287,4,Science Fiction,0.3
"Գիտությունների թագուհի, թե պարզապես թագուհի",3000.0,9789939741130,2023.0,Armenian,Soft,219.0,366,288,5,Mystery,3.8
Der schwarze Obelisk,11600.0,9783462051476,2023.0,German,Soft,592.0,367,289,44,History,5.0
Դանդաղ լուսաբաց,2300.0,9789939877976,2023.0,Armenian,Soft,91.0,368,290,9,Self-Help,2.5
The Ballad Of The Sad Cafe,6300.0,9780241590546,2023.0,English,Hard,128.0,369,291,45,Fiction,0.7
Maybe Now,6400.0,9781398521124,2023.0,English,Soft,432.0,370,292,46,Mystery,0.0
Marcel Duchamp,11400.0,9780500204702,2023.0,English,Soft,264.0,371,293,43,Self-Help,3.0
The Lives Of The Surrealists,13800.0,9780500296370,2023.0,English,Soft,272.0,372,294,43,Mystery,1.4
Թումանյան և Իսահակյան. Երկու աշխարհընկալում,3990.0,9789939980072,2023.0,Armenian,Hard,235.0,373,295,2,Fiction,3.2
